,label,title,description,generated_description
2205,1,Stocks Close Higher on Brokerage Earnings,"NEW YORK - Stocks dashed higher Tuesday as investors welcomed strong earnings from financial services companies, upbeat economic data and some reassuring news from the Federal Reserve.    The Fed's decision to raise short-term interest rates by another quarter-percentage point to 1.75 percent did not come as a surprise to the market...",Stocks closed higher on Monday after a report from the brokerage firm said it had a better-than-expected fourth quarter than expected.
2206,3,Oil prices rise above \$47 per barrel,"Oil prices hurdled \$47 a barrel Tuesday, with further declines in the nation #39;s supply expected in the short-term as petroleum producers disrupted by Hurricane Ivan continue to regroup.","Oil prices rose above $47 per barrel on Friday, a day after the US government announced a plan to raise oil prices by $50."
2207,3,PeopleSoft CEO Conway maintains defiant tone,"SEPTEMBER 21, 2004 (IDG NEWS SERVICE) - With 15,000 attendees at PeopleSoft Inc. #39;s Connect 2004 user show waiting to hear how the company would handle Oracle Corp.","PeopleSoft CEO John Conway has maintained a defiant tone in his interview with the company's chief executive, a statement that he believes is the best way to go about a difficult business."
2208,4,Amazon #39;s A9 Search Evens Out,"Google results with links to books at Amazon.com, the Internet Movie Database, Google Images, and GuruNet.com, plus site information, including similar links that others have followed.","Amazon.com #39;s A9 search engine has a better chance of catching up with its rivals, as it continues to expand its search capabilities."
2209,4,"When outsourcing, don't forget security, experts say","When outsourcing IT operations offshore, companies often focus on lower costs and more productivity -- and fail to keep in mind the cultural differences that could affect their security, said experts at the Gartner IT Security Summit.","SAN FRANCISCO (Reuters) - When outsourcing, don't forget security. The security industry is a big part of the outsourcing process."
2210,4,Microsoft CFO: Expect more acquisitions,"Microsoft may seek to become a more distributed company as it eyes future large acquisitions, CFO John Connors said yesterday.","Microsoft Corp. (MSFT.N: Quote, Profile, Research) said it expects to make more acquisitions in the next year, citing a slew of acquisitions."
2211,4,Put RSS Feeds On Your Web Page,"Put RSS Feeds On Your Web Page\\If you're interested in putting RSS feeds on your Web page but you don't have a lot of server/programming expertise, you might want to try the RSS Digest tool at http://www.bigbold.com/rssdigest/ . This tools has some nice extras on it, though at the moment ...",An RSS feed is a way to send your news feeds to your Web page. It's a way to keep your news feeds updated.
2212,3,Ackermann refocuses Deutsche,"FRANKFURT Joseph Ackermann, the Deutsche Bank chief executive, announced a much-anticipated personnel shake-up Tuesday aimed at solidifying leadership in its profitable investment banking business and restoring confidence in its commitment to Germany, the ","Ackermann has refocused Deutsche Bank on its German subsidiary Deutsche Bank, a move that will see the German bank refocus its operations."
2213,3,OECD ups EU/Japanese growth forecasts,"Growth in the US economy this year is likely to be 4.3, the OECD forecast today, lowering an earlier forecast of 4.7. But the Japanese economy was set to grow by 4.4 instead of 3 forecast earlier and the euro zone by 2 instead of 1.6.","OECD forecasts for the next five years are higher than expected, with Japan and the EU leading the way in growth."
2214,3,Michigan regulators allow SBC to charge more for use of its &lt;b&gt;...&lt;/b&gt;,"State regulators unanimously voted Tuesday to allow SBC Communications Inc. to charge competitors more to use its network, but it was unclear when, or if, that increase would be felt ","Michigan regulators have allowed SBC Bank of Michigan to charge more for use of its quot;b&gt; bank account, quot; a move that could lead to a quot;slow-growth economy quot;."
2215,1,"No negotiation and no retreat, vows Bush","When it came, the statement broadcast by the al-Jazeera Arabic news channel from Qatar was as chilling as it was ghoulish: A second American captive, Jack Hensley, 48, had ","The president has promised no negotiations and no retreat, but he will not be able to make a decision on the matter."
2216,2,Bears Place Brown on Injured Reserve (AP),"AP - The Chicago Bears placed Mike Brown on injured reserve Tuesday, one day after announcing the safety would miss the rest of the season with a torn Achilles' tendon.","AP - The Chicago Bears placed quarterback Chris Brown on injured reserve Thursday, putting him on the sidelines for the first time since the season-ending loss to the Cleveland Browns."
2217,4,Academics get NSF grant for Net security centers,"National Science Foundation grants \$12.6 million to university scientists to study worms, viruses and the Net's ecology.",The National Science Foundation (NSF) has awarded a grant to a group of academics who are working on a new network security center.
2218,1,Turkish Company Freezes Operations in Iraq (AP),AP - A Turkish construction company announced Tuesday that it was halting operations in neighboring Iraq in a bid to save the lives of 10 employees kidnapped by militants.,"AP - Turkish oil company Turkish Oil Inc., the world #39;s largest oil company, has frozen operations in Iraq after a government official said it was preparing to launch a new oil pipeline to the country."
2219,1,Senate Panel Gives NASA Extra Money (AP),"AP - NASA would get  #36;16.4 billion next year under a bill a Senate committee approved Tuesday, reversing a decision by House lawmakers to cut the space agency's budget below this year's levels.","AP - A Senate panel on Tuesday gave NASA extra money to pay for its research and development program, a report said."
2220,2,Maradona finalmente le dice  quot;adis quot; a la Argentina,"Argentine soccer legend Diego Maradona finally departed for Cuba Monday where he will resume his treatment for cocaine addiction. Maradona boarded a plane bound for Havana, telling fans he would return in a month #39;s time.","SAN FRANCISCO (Reuters) - Argentina #39;s Juan Maradona has declared that he will not be quot;adis quot; in the next two weeks, announcing that he will not be quot;adis quot; in the next two weeks."
2221,2,Giants Give Up Right to Void Bonds' Deal (AP),"AP - Barry Bonds will have two more seasons to break Hank Aaron's career home run record with the San Francisco Giants, who decided Tuesday to drop their right to void the final year of his contract.",AP - The New York Giants have given up their right to cancel the deal that would have allowed them to buy the Indianapolis Colts' franchise bond.
2222,4,Wireless carriers: Privacy bill not needed,"WASHINGTON - Representatives of wireless telephone carriers planning a telephone directory service told a U.S. Senate committee Tuesday that legislation to protect their customers' privacy isn't needed, because their plan already does.",Wireless carriers have agreed to a bill that would not require a consumer to pay for data protection.
